Species,Family,Clade,type_of_care,number_of_parents,care_duration,care_duration_in_males,care_in_males_binary,care_duration_in_females,care_in_females_binary,protection,protection_in_males,protection_in_females,nourishment_by_females,nourishment_by_females_binary,terrestrial_reproduction,direct_development,female_SVL_,male_SVL,average_male_female_SVL,SSD,Egg_diameter,Clutch_size,Clutch_volume
Hypsiboas pulchellus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,49.5,45.8,47.65,_0.03,1.513561248,NA,NA
Hypsiboas raniceps,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,63.5,54,58.75,_0.07,1.202264435,2100,2373.84
Hypsiboas rosenbergi,Hylidae,Hylidae,male_only care ,1,1,1,1,0,0,2,2,0,0,0,0,absent,86,83,84.5,_0.02,1.995262315,1456.5,4482.4
Hypsiboas rufitelus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,51.1,46.2,48.65,_0.04,1.819700859,NA,NA
Hypsiboas sibleszi,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,35,32.3,33.65,_0.03,2.290867653,42,174.41
Ikakogi tayrona,Centrolenidae,Diphyabatracea,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,29.5,29.4,NA,NA,NA,NA,NA
Incilius alvarius,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,132.5,NA,NA,NA,1.445439771,7750,12791.08
Incilius coccifer,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,67.7,51.4,59.55,_0.12,1.288249552,3000,3979.95
Incilius coniferus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.819700859,NA,NA
Incilius fastidiosus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,4.265795188,85,1233.75
Incilius luetkenii,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.513561248,3300,5828.63
Incilius melanochlorus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Incilius nebulifer,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,52,44.2,48.1,_0.07,1,9000,7065
Incilius valliceps,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.202264435,NA,NA
Indosylvirana temporalis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,2.511886432,NA,NA
Ingerophrynus biporcatus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,59.8,49,54.4,_0.09,NA,NA,NA
Ischnocnema guentheri,Brachycephalidae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,29.5,NA,NA,NA,3.01995172,27.5,194.29
Ischnocnema parva,Brachycephalidae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,17.9,NA,NA,NA,1.698243652,25,57.05
Isthmohyla calypsa,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,3.630780548,NA,NA
Isthmohyla lancasteri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,4.265795188,NA,NA
Isthmohyla pictipes,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.454708916,NA,NA
Isthmohyla pseudopuma,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,43.83,39.7,41.76,_0.04,1.698243652,1325,3005.96
Isthmohyla rivularis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,35.7,32.3,34,_0.04,2.398832919,90,400.19
Isthmohyla tica,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,38.9,31.6,35.25,_0.09,2.290867653,192,804.26
Isthmohyla zeteki,Hylidae,Hylidae,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,absent,25.4,22.5,23.95,_0.05,NA,24,NA
Itapotihyla langsdorffii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,99,72,85.5,_0.14,1,NA,NA
Kalophrynus pleurostigma,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,2,1,0,absent,47.4,40.4,43.9,_0.07,1.513561248,2003,3537.8
Kaloula pulchra,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.6,60.9,62.25,_0.02,1.288249552,4126,5473.76
Kaloula rugifera,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.513561248,NA,NA
Kaloula verrucosa,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.513561248,NA,NA
Kassina maculata,Hyperoliidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,68.5,NA,NA,NA,1.513561248,250,441.56
Kassina senegalensis,Hyperoliidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,37,NA,NA,NA,1.659586907,391,835.63
Kurixalus eiffingeri,Rhacophoridae,Natatanura,male_only care ,1,2,2,1,2,1,2,2,0,1,1,1,absent,38,32.8,35.4,_0.06,2.187761624,54.5,207.07
Kurixalus idiootocus,Rhacophoridae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,45,NA,NA,NA,1.9498446,200,596.99
Laliostoma labrosum,Mantellidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Lankanectes corrugatus,Nyctibatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Lechriodus fletcheri,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,46,NA,NA,NA,1.698243652,475,1077.61
Leiopelma archeyi,Leiopelmatidae,Leiopelmatoidea,male_only care ,1,3,3,1,0,0,3,3,0,2,1,1,present,36.25,31,33.63,_0.07,4.466835922,7,111.27
Leiopelma hamiltoni,Leiopelmatidae,Leiopelmatoidea,male_only care ,1,3,3,1,0,0,3,3,0,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Leiopelma hochstetteri,Leiopelmatidae,Leiopelmatoidea,male_only care ,1,2,2,1,0,0,2,2,0,2,1,0,absent,45.25,38,41.63,_0.08,5.495408739,16,379.94
Leiopelma pakeka,Leiopelmatidae,Leiopelmatoidea,male_only care ,1,3,3,1,0,0,3,3,0,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Lepidobatrachus laevis,Ceratophryidae,Crown Hyloidea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,110.25,NA,NA,NA,2.511886432,1387,6804.97
Leptobrachium boringii,Megophryidae,Anomocoela,male_only care ,1,1,1,1,0,0,2,2,0,0,0,0,absent,66.8,76.7,71.75,0.06,3.01995172,298,2105.37
Leptodactylus albilabris,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,40.7,35.2,37.95,_0.06,2.818382931,138,849.31
Leptodactylus bolivianus,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptodactylus bufonius,Leptodactylidae,Diphyabatracea,male_only care ,1,1,1,1,0,0,1,1,0,0,0,NA,absent,60,56.4,58.2,_0.03,NA,550,NA
Leptodactylus chaquensis,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,1,absent,80.7,NA,NA,NA,1.513561248,15299,27021.86
Leptodactylus fallax,Leptodactylidae,Diphyabatracea,biparental care,2,2,2,1,2,1,2,2,2,1,1,1,absent,210,NA,NA,NA,1.584893192,47.5,95.46
Leptodactylus fuscus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,43.35,41.1,42.23,_0.02,1.995262315,121,379.94
Leptodactylus gracilis,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,43,43,43,0,NA,NA,NA
Leptodactylus knudseni,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,2,1,1,1,1,1,1,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptodactylus labyrinthicus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,1,1,1,absent,137.4,136.5,136.95,0,2.041737945,3872.25,12836.8
Leptodactylus latrans,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,95,105,36.68,0.04,NA,NA,NA
Leptodactylus leptodactyloides,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,47.5,40.9,44.2,_0.06,NA,NA,NA
Leptodactylus melanonotus,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,1,absent,45,37.5,41.25,_0.08,1.288249552,1500,1914.17
Leptodactylus mystaceus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,51.45,45.1,48.28,_0.06,2.454708916,275.5,1298.15
Leptodactylus mystacinus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,56.75,56.5,56.63,0,2.884031503,258.5,1677.28
Leptodactylus natalensis,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,NA,NA,NA,NA,NA,1516.5,NA
Leptodactylus pentadactylus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,1,1,1,absent,168.25,158,163.13,_0.03,2.630267992,1000,5409.14
Leptodactylus podicipinus,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,41.4,39.2,40.3,_0.02,1.096478196,2068,1964.29
Leptodactylus rhodomystax,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,76.5,NA,NA,NA,3.01995172,250,1766.25
Leptodactylus validus,Leptodactylidae,Diphyabatracea,biparental care,2,2,1,1,2,1,2,1,2,0,0,NA,absent,44.3,37.8,41.05,_0.07,NA,NA,NA
Leptodactylus wagneri,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,65.45,50,57.73,_0.12,1.380384265,2095,3109.27
Leptopelis barbouri,Arthroleptidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptopelis karissimbensis,Arthroleptidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptopelis parkeri,Arthroleptidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptopelis ragazzi,Arthroleptidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Leptopelis vannutellii,Arthroleptidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Limnodynastes dorsalis,Limnodynastidae,Australobatrachia,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,87,75,81,_0.06,NA,NA,NA
Limnodynastes dumerilii,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,NA,absent,NA,NA,NA,NA,1.698243652,3950,8961.17
Limnodynastes interioris,Limnodynastidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.698243652,NA,NA
Limnodynastes lignarius,Limnodynastidae,Australobatrachia,no care,2,1,0,0,1,1,1,0,1,0,0,1,absent,46.5,NA,NA,NA,1.862087137,375,1007.5
Limnodynastes peronii,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,51.05,51.7,51.38,0.01,1.513561248,853.5,1507.49
Limnodynastes salmini,Limnodynastidae,Australobatrachia,no care,2,1,0,0,1,1,1,0,1,0,0,1,absent,67.5,NA,NA,NA,1.513561248,1750,3090.94
Limnodynastes tasmaniensis,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,36.45,33.2,34.83,_0.04,1.202264435,486.75,545.65
Limnonectes arathooni,Dicroglossidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,NA,19.5,NA
Limnonectes blythii,Dicroglossidae,Natatanura,male_only care ,1,1,1,1,0,0,1,1,0,0,0,0,absent,152.5,NA,NA,NA,1.819700859,1826,4774.15
Limnonectes finchi,Dicroglossidae,Natatanura,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,42,NA,NA,NA,1.995262315,35.5,109.25
Limnonectes fujianensis,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,47.5,53.9,50.7,0.05,2.290867653,53,220.09
Limnonectes ibanorum,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,1122,NA
Limnonectes kuhlii,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,57.45,55.6,56.53,_0.01,2.13796209,60,217.72
Limnonectes larvaepartus,Dicroglossidae,Natatanura,female_only care ,1,2,0,0,2,1,5,0,5,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Limnonectes macrodon,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.412537545,1660,2554.08
Limnonectes magnus,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Limnonectes palavanensis,Dicroglossidae,Natatanura,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,2.290867653,NA,NA
Liophryne rhododactyla,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Liophryne schlaginhaufeni,Microhylidae,Microhylidae,male_only care ,1,3,3,1,0,0,3,3,0,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Lithobates areolatus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.511886432,7000,34343.75
Lithobates berlandieri,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Lithobates blairi,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,5250,NA
Lithobates capito,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,75.5,NA,NA,NA,2.041737945,4363.5,14395.02
Lithobates catesbeianus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,137.15,119.3,128.23,_0.06,1.513561248,25076.25,44290.93
Lithobates chiricahuensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,80,NA,NA,NA,1.513561248,892.5,1576.38
Lithobates clamitans,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,72,NA,NA,NA,1.513561248,4750,8389.69
Lithobates forreri,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,99.5,NA,NA,NA,1.995262315,1000,3140
Lithobates grylio,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,123,NA,NA,NA,1.584893192,9502,19095.22
Lithobates heckscheri,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,128.5,NA,NA,NA,1.77827941,7000,17312.68
Lithobates montezumae,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Lithobates onca,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,200,NA
Lithobates palmipes,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,109.4,92.3,100.85,_0.07,1.513561248,4805,8486.83
Lithobates palustris,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,66.2,53,59.7,_0.1,1.659586907,2500,5506.04
Lithobates pipiens,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,84.05,69.8,76.93,_0.08,1.737800829,3596,8645.01
Lithobates septentrionalis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.698243652,500,1134.33
Lithobates sevosus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,85.4,80.6,83,_0.03,1.819700859,6600,16786.44
Lithobates sphenocephalus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,76.35,55.8,66.08,_0.14,1.584893192,1350,2712.96
Lithobates sylvaticus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,60.05,53.6,56.83,_0.05,2.187761624,903,3379.12
Lithobates tarahumarae,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,2.187761624,2200,8358.68
Lithobates vaillanti,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Lithobates vibicarius,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.511886432,NA,NA
Lithobates virgatipes,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.819700859,400,1017.36
Lithobates warszewitschii,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Lithodytes lineatus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,45.05,47,49.5,0.02,1.995262315,183,574.62
Litoria alboguttata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,75,NA,NA,NA,1.288249552,2496.5,3311.98
Litoria aurea,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,93.9,91.8,92.85,_0.01,1.412537545,NA,NA
Litoria australis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,91.25,87,89.13,_0.02,1.621810097,2275,4715.83
Litoria brevipes,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,40.5,37,38.75,_0.04,1.288249552,2625.5,3483.12
Litoria caerulea,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,83.75,72.1,77.93,_0.07,1.288249552,1700,2186.44
Litoria freycineti,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,49,40,44.5,_0.09,1.513561248,NA,NA
Litoria genimaculata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,70,NA,NA,NA,2.344228815,843,3654.54
Litoria inermis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29.5,NA,NA,NA,1.348962883,213,304.73
Litoria infrafrenata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,3.01995172,300,2119.5
Litoria lesueuri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.445439771,NA,NA
Litoria longipes,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,40.5,NA,NA,NA,1.348962883,1500,2145.99
Litoria longirostris,Hylidae,Hylidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,absent,25,NA,NA,NA,2.187761624,44,167.17
Litoria meiriana,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,37,NA
Litoria nasuta,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,41.5,NA,NA,NA,1.148153621,75,77.86
Litoria novaehollandiae,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1.513561248,NA,NA
Litoria pallida,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,31,NA,NA,NA,1.288249552,200,265.33
Litoria pearsoniana,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,32,NA,NA,NA,2.238721139,545,2118
Litoria peronii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,55.7,48.4,52.05,_0.06,1.513561248,NA,NA
Litoria phyllochroa,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.230268771,NA,NA
Litoria rothii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,46,NA,NA,NA,1.348962883,527.5,754.67
Litoria rubella,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,33.2,32.9,33.05,0,1.071519305,338.75,307.3
Litoria spenceri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,45,NA,NA,NA,1.584893192,600,1205.76
Litoria subglandulosa,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1.584893192,NA,NA
Litoria tornieri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,31,NA,NA,NA,1.412537545,129.5,199.25
Litoria verreauxii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.202264435,NA,NA
Litoria watjulumensis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,54,NA,NA,NA,1.737800829,115,276.47
Lysapsus laevis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Lysapsus limellum,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,25,NA,NA,NA,1.513561248,147,259.64
Macrogenioglottus alipioi,Odontophrynidae,Crown Hyloidea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne collaris,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne cordilleriana,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne herminae,Dendrobatidae,Agastorophrynia,NA,NA,2,NA,NA,NA,NA,3,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne oblitterata,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne olmonae,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mannophryne trinitatis,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,23.8,21.5,22.65,_0.04,3.467368505,9.5,91.35
Mannophryne yustizi,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Mantella laevigata,Mantellidae,Natatanura,no care,0,2,0,0,2,1,0,0,0,1,1,1,absent,28.1,26.8,27.45,_0.02,NA,1,NA
Mantidactylus argenteus,Mantellidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,31,27,29,_0.06,NA,12,NA
Mantidactylus betsileanus,Mantellidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.511886432,NA,NA
Mantidactylus femoralis,Mantellidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.511886432,NA,NA
Mantidactylus majori,Mantellidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,NA,15,NA
Megophrys omeimontis,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,64.1,55.2,59.65,_0.06,2.818382931,357,2197.12
Meristogenys jerboa,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,67.1,36.4,51.75,_0.27,1.288249552,2462,3266.21
Mertensophryne anotis,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,46,NA,NA,NA,2.511886432,81,397.41
Mertensophryne micranotis,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Mertensophryne taitana,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29.75,23.4,26.58,_0.1,2.238721139,125,496.76
Microbatrachella capensis,Pyxicephalidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Microhyla heymonsi,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,23.6,19.8,21.7,_0.08,0.977237221,172.75,128.91
Microhyla okinavensis,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,28,NA,NA,NA,1.348962883,515,736.79
Microhyla ornata,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,25.95,23.2,24.58,_0.05,0.891250938,402,255.61
Microhyla pulchra,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,33.1,30,31.55,_0.04,1.096478196,1256,1193.01
Micryletta inornata,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,2.089296131,NA,NA
Mixophyes fasciolatus,Myobatrachidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,97,63,80,_0.19,1.584893192,970,1949.31
Myersiella microps,Microhylidae,Microhylidae,female_only care ,1,1,0,0,1,1,2,0,2,0,0,NA,absent,NA,NA,NA,NA,5.011872336,14,274.75
Myobatrachus gouldii,Myobatrachidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,52,44,48,_0.07,5.623413252,35.75,894.28
