Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype,Archetype_without_mass,Archetype_without_activity
Darevskia defilippii,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Darevskia derjugini,0,0,0,0,0,0.207,0.793,Terrestrial,Terrestrial,Terrestrial
Darevskia lindholmi,0.001,0,0.007,0.898,0,0.094,0,Scansorial,Scansorial,Scansorial
Darevskia mixta,0.001,0,0.003,0.949,0,0.047,0,Scansorial,Scansorial,Scansorial
Darevskia parvula,0.001,0,0.003,0.953,0,0.043,0,Scansorial,Scansorial,Scansorial
Darevskia pontica,0,0,0,0,0,0.194,0.806,Terrestrial,Terrestrial,Terrestrial
Darevskia portschinskii,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Darevskia praticola,0,0,0,0,0,0.211,0.789,Terrestrial,Terrestrial,Terrestrial
Darevskia raddei,0.001,0,0.007,0.893,0,0.098,0,Scansorial,Scansorial,Scansorial
Darevskia rostombekowi,0,0,0.002,0.965,0,0.032,0,Scansorial,Scansorial,Scansorial
Darevskia rudis,0,0.881,0,0,0,0.119,0,Herbivorous,Herbivorous,Herbivorous
Darevskia saxicola,0,0.881,0,0,0,0.119,0,Herbivorous,Herbivorous,Herbivorous
Darevskia unisexualis,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Darevskia uzzelli,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Darevskia valentini,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Dasia grisea,0,0.78,0,0,0,0.22,0,Herbivorous,Herbivorous,Herbivorous
Dasia haliana,0.002,0,0.01,0.852,0,0.137,0,Scansorial,Scansorial,Scansorial
Dasia olivacea,0.004,0,0.02,0.688,0,0.288,0,Scansorial,Scansorial,Scansorial
Dasia vittata,0.002,0,0.011,0.831,0,0.156,0,Scansorial,Scansorial,Scansorial
Delma australis,0,0.577,0,0,0,0.083,0.34,Herbivorous,Herbivorous,Herbivorous
Delma borea,0,0.522,0.145,0,0,0.049,0.284,Herbivorous,Herbivorous,Herbivorous
Delma butleri,0,0,0.904,0,0.018,0,0.078,Nocturnal,Nocturnal,Scansorial
Delma concinna,0,0.644,0.356,0,0,0,0,Herbivorous,Herbivorous,Herbivorous
Delma desmosa,0,0.525,0.144,0,0,0.038,0.292,Herbivorous,Herbivorous,Herbivorous
Delma elegans,0,0.522,0.145,0,0,0.047,0.286,Herbivorous,Herbivorous,Herbivorous
Delma fraseri,0,0,0.442,0,0,0.091,0.467,Terrestrial,Nocturnal,Terrestrial
Delma grayii,0,0.566,0,0,0,0.12,0.313,Herbivorous,Herbivorous,Herbivorous
Delma impar,0,0.574,0,0,0,0.092,0.334,Herbivorous,Herbivorous,Herbivorous
Delma inornata,0,0,0.442,0,0,0.085,0.472,Terrestrial,Nocturnal,Terrestrial
Delma labialis,0,0.569,0,0,0,0.11,0.321,Herbivorous,Herbivorous,Herbivorous
Delma molleri,0,0.517,0.146,0,0,0.065,0.272,Herbivorous,Herbivorous,Herbivorous
Delma nasuta,0,0,0.926,0,0.014,0,0.059,Nocturnal,Nocturnal,Scansorial
Delma pax,0,0.522,0.145,0,0,0.049,0.284,Herbivorous,Herbivorous,Herbivorous
Delma plebeia,0,0.567,0,0,0,0.116,0.316,Herbivorous,Herbivorous,Herbivorous
Delma tincta,0,0.257,0,0,0.743,0,0,Fossorial,Fossorial,Fossorial
Dendragama boulengeri,0.002,0,0.009,0.863,0,0.126,0,Scansorial,Scansorial,Scansorial
Dibamus bogadeki,0,0,0,0,0.919,0.081,0,Fossorial,Fossorial,Fossorial
Dibamus booliati,0,0,0.036,0,0.964,0,0,Fossorial,Fossorial,Fossorial
Dibamus celebensis,0,0,0,0,0.857,0.143,0,Fossorial,Fossorial,Fossorial
Dibamus ingeri,0,0,0.03,0,0.97,0,0,Fossorial,Fossorial,Fossorial
Dibamus leucurus,0,0,0.017,0,0.948,0.035,0,Fossorial,Fossorial,Fossorial
Dibamus nicobaricum,0,0,0.018,0,0.949,0.033,0,Fossorial,Fossorial,Fossorial
Dibamus tiomanensis,0,0,0.018,0,0.949,0.033,0,Fossorial,Fossorial,Fossorial
Dibamus vorisi,0,0,0.025,0,0.975,0,0,Fossorial,Fossorial,Fossorial
Dicrodon guttulatum,0,0.693,0,0,0,0.307,0,Herbivorous,Herbivorous,Herbivorous
Dicrodon heterolepis,0,0,0,0,0,0.391,0.609,Terrestrial,Terrestrial,Terrestrial
Dicrodon holmbergi,0,0.736,0,0,0,0.264,0,Herbivorous,Herbivorous,Herbivorous
Dinarolacerta montenegrina,0.001,0,0.004,0.939,0,0.056,0,Scansorial,Scansorial,Scansorial
Dinarolacerta mosorensis,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Diplodactylus calcicolus,0,0,0.446,0,0,0.03,0.524,Terrestrial,Nocturnal,Terrestrial
Diplodactylus capensis,0,0,0.443,0,0,0.066,0.491,Terrestrial,Nocturnal,Terrestrial
Diplodactylus conspicillatus,0,0,0.444,0,0,0.06,0.496,Terrestrial,Nocturnal,Terrestrial
Diplodactylus fulleri,0,0,0.444,0,0,0,0.556,Terrestrial,Nocturnal,Terrestrial
Diplodactylus furcosus,0,0,0.446,0,0,0.025,0.529,Terrestrial,Nocturnal,Terrestrial
Diplodactylus galeatus,0,0,0.445,0,0,0.038,0.517,Terrestrial,Nocturnal,Terrestrial
Diplodactylus granariensis,0,0,0.951,0,0.009,0,0.039,Nocturnal,Nocturnal,Scansorial
Diplodactylus kenneallyi,0,0,0.423,0,0,0,0.577,Terrestrial,Nocturnal,Terrestrial
Diplodactylus klugei,0,0,0.446,0,0,0.03,0.524,Terrestrial,Nocturnal,Terrestrial
Diplodactylus mitchelli,0,0,0.441,0,0,0.103,0.456,Terrestrial,Nocturnal,Terrestrial
Diplodactylus ornatus,0,0,0.446,0,0,0.03,0.524,Terrestrial,Nocturnal,Terrestrial
Diplodactylus polyophthalmus,0,0,0.446,0,0,0.021,0.533,Terrestrial,Nocturnal,Terrestrial
Diplodactylus pulcher,0,0,0.444,0,0,0.048,0.507,Terrestrial,Nocturnal,Terrestrial
Diplodactylus tessellatus,0,0,0.446,0,0,0.03,0.524,Terrestrial,Nocturnal,Terrestrial
Diplodactylus vittatus,0,0,0.445,0,0,0.036,0.518,Terrestrial,Nocturnal,Terrestrial
Diplodactylus wiru,0,0,0.445,0,0,0.036,0.518,Terrestrial,Nocturnal,Terrestrial
Diploglossus bilobatus,0,0,0,0,0.89,0.11,0,Fossorial,Fossorial,Fossorial
Diploglossus delasagra,0,0,0,0,0.791,0.209,0,Fossorial,Fossorial,Fossorial
Diploglossus lessonae,0,0,0,0,0.727,0.273,0,Fossorial,Fossorial,Fossorial
Diploglossus millepunctatus,0.007,0,0.033,0.491,0,0.468,0,Scansorial,Scansorial,Scansorial
Diploglossus monotropis,0,0,0,0,0,0.505,0.495,Large,Terrestrial,Large
Diplolaemus darwinii,0,0,0,0,0,0.389,0.611,Terrestrial,Terrestrial,Terrestrial
Diplolaemus leopardinus,0,0,0,0,0,0.273,0.727,Terrestrial,Terrestrial,Terrestrial
Diplolaemus sexcinctus,0,0,0,0,0,0.389,0.611,Terrestrial,Terrestrial,Terrestrial
Diplometopon zarudnyi,0,0,0,0,0.943,0.057,0,Fossorial,Fossorial,Fossorial
Diporiphora albilabris,0,0,0,0,0,0.209,0.791,Terrestrial,Terrestrial,Terrestrial
Diporiphora amphiboluroides,0.003,0,0.015,0.778,0,0.205,0,Scansorial,Scansorial,Scansorial
Diporiphora australis,0.002,0,0.009,0.856,0,0.132,0,Scansorial,Scansorial,Scansorial
Diporiphora bennettii,0,0,0,0,0,0.287,0.713,Terrestrial,Terrestrial,Terrestrial
Diporiphora bilineata,0.002,0,0.007,0.886,0,0.105,0,Scansorial,Scansorial,Scansorial
Diporiphora magna,0.003,0,0.013,0.808,0,0.177,0,Scansorial,Scansorial,Scansorial
Diporiphora nobbi,0.002,0,0.011,0.829,0,0.158,0,Scansorial,Scansorial,Scansorial
Diporiphora paraconvergens,0,0.954,0,0,0,0.046,0,Herbivorous,Herbivorous,Herbivorous
Diporiphora winneckei,0,0.913,0,0,0,0.087,0,Herbivorous,Herbivorous,Herbivorous
Dipsosaurus catalinensis,0,0.726,0,0,0,0.274,0,Herbivorous,Herbivorous,Herbivorous
Dipsosaurus dorsalis,0,0.485,0,0,0,0.402,0.113,Herbivorous,Herbivorous,Herbivorous
Dixonius hangseesom,0,0,0.794,0,0.04,0,0.167,Nocturnal,Nocturnal,Scansorial
Dixonius siamensis,0,0,0.886,0,0.022,0,0.092,Nocturnal,Nocturnal,Scansorial
Dixonius vietnamensis,0,0,0.846,0,0.03,0,0.124,Nocturnal,Nocturnal,Scansorial
Dopasia buettikoferi,0,0,0,0.023,0.868,0.109,0,Fossorial,Fossorial,Fossorial
Dopasia gracilis,0,0,0.426,0,0,0.333,0.241,Nocturnal,Nocturnal,Terrestrial
Dracaena guianensis,0.874,0,0,0,0,0.126,0,Aquatic,Aquatic,Aquatic
Dracaena paraguayensis,0.865,0,0,0,0,0.135,0,Aquatic,Aquatic,Aquatic
Draco abbreviatus,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Draco beccarii,0.001,0,0.003,0.958,0,0.039,0,Scansorial,Scansorial,Scansorial
Draco biaro,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Draco bimaculatus,0,0,0.001,0.986,0,0.013,0,Scansorial,Scansorial,Scansorial
Draco blanfordii,0.002,0,0.012,0.822,0,0.164,0,Scansorial,Scansorial,Scansorial
Draco boschmai,0.001,0,0.005,0.928,0,0.066,0,Scansorial,Scansorial,Scansorial
Draco caerulhians,0.001,0,0.003,0.953,0,0.043,0,Scansorial,Scansorial,Scansorial
Draco cornutus,0.001,0,0.005,0.923,0,0.071,0,Scansorial,Scansorial,Scansorial
Draco cristatellus,0.001,0,0.005,0.926,0,0.069,0,Scansorial,Scansorial,Scansorial
Draco cyanopterus,0.001,0,0.006,0.914,0,0.079,0,Scansorial,Scansorial,Scansorial
Draco dussumieri,0.001,0,0.006,0.902,0,0.09,0,Scansorial,Scansorial,Scansorial
Draco fimbriatus,0.002,0,0.011,0.829,0,0.158,0,Scansorial,Scansorial,Scansorial
Draco guentheri,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Draco haematopogon,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Draco indochinensis,0.002,0,0.009,0.861,0,0.128,0,Scansorial,Scansorial,Scansorial
Draco iskandari,0,0,0.002,0.969,0,0.028,0,Scansorial,Scansorial,Scansorial
Draco jareckii,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Draco lineatus,0.001,0,0.005,0.926,0,0.069,0,Scansorial,Scansorial,Scansorial
Draco maculatus,0.001,0,0.006,0.912,0,0.081,0,Scansorial,Scansorial,Scansorial
Draco maximus,0.003,0,0.014,0.789,0,0.194,0,Scansorial,Scansorial,Scansorial
Draco melanopogon,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Draco mindanensis,0.002,0,0.008,0.877,0,0.113,0,Scansorial,Scansorial,Scansorial
Draco modiglianii,0,0,0.001,0.981,0,0.017,0,Scansorial,Scansorial,Scansorial
Draco norvillii,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Draco obscurus,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Draco ornatus,0.001,0,0.005,0.923,0,0.071,0,Scansorial,Scansorial,Scansorial
Draco palawanensis,0.001,0,0.004,0.944,0,0.052,0,Scansorial,Scansorial,Scansorial
Draco quadrasi,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Draco quinquefasciatus,0.002,0,0.008,0.877,0,0.113,0,Scansorial,Scansorial,Scansorial
Draco reticulatus,0.002,0,0.011,0.829,0,0.158,0,Scansorial,Scansorial,Scansorial
Draco rhytisma,0.001,0,0.004,0.944,0,0.052,0,Scansorial,Scansorial,Scansorial
Draco spilonotus,0.001,0,0.003,0.96,0,0.037,0,Scansorial,Scansorial,Scansorial
Draco spilopterus,0.001,0,0.007,0.893,0,0.098,0,Scansorial,Scansorial,Scansorial
Draco sumatranus,0.001,0,0.005,0.926,0,0.069,0,Scansorial,Scansorial,Scansorial
Draco supriatnai,0.001,0,0.003,0.951,0,0.045,0,Scansorial,Scansorial,Scansorial
Draco taeniopterus,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Draco timorensis,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Draco volans,0.001,0,0.006,0.912,0,0.081,0,Scansorial,Scansorial,Scansorial
Draco walkeri,0.001,0,0.005,0.926,0,0.069,0,Scansorial,Scansorial,Scansorial
Dryadosaura nordestina,0,0,0,0,0,0.171,0.829,Terrestrial,Terrestrial,Terrestrial
Ebenavia inunguis,0,0,0.794,0,0.04,0,0.167,Nocturnal,Nocturnal,Scansorial
Ebenavia maintimainty,0,0,0.626,0,0.072,0,0.302,Nocturnal,Nocturnal,Scansorial
Echinosaura brachycephala,0,0,0,0,0,0.258,0.742,Terrestrial,Terrestrial,Terrestrial
Echinosaura horrida,0,0,0.438,0,0,0.152,0.41,Nocturnal,Nocturnal,Terrestrial
Egernia cunninghami,0,0.594,0,0,0,0.406,0,Herbivorous,Herbivorous,Herbivorous
Egernia depressa,0,0.81,0,0,0,0.19,0,Herbivorous,Herbivorous,Herbivorous
Egernia formosa,0,0.835,0,0,0,0.165,0,Herbivorous,Herbivorous,Herbivorous
Egernia hosmeri,0,0.687,0,0,0,0.313,0,Herbivorous,Herbivorous,Herbivorous
Egernia kingii,0,0.078,0,0,0.545,0.377,0,Fossorial,Fossorial,Fossorial
Egernia mcpheei,0.004,0,0.019,0.704,0,0.273,0,Scansorial,Scansorial,Scansorial
Egernia napoleonis,0,0.774,0,0,0,0.226,0,Herbivorous,Herbivorous,Herbivorous
Egernia rugosa,0,0.104,0,0,0.552,0.344,0,Fossorial,Fossorial,Fossorial
Egernia saxatilis,0,0.77,0,0,0,0.23,0,Herbivorous,Herbivorous,Herbivorous
Egernia stokesii,0,0.649,0,0,0,0.351,0,Herbivorous,Herbivorous,Herbivorous
Egernia striolata,0,0.804,0,0,0,0.196,0,Herbivorous,Herbivorous,Herbivorous
Elasmodactylus tuberculosus,0,0,0.984,0,0.003,0,0.013,Nocturnal,Nocturnal,Scansorial
Elgaria cedrosensis,0,0,0,0,0,0.269,0.731,Terrestrial,Terrestrial,Terrestrial
Elgaria coerulea,0,0,0,0,0,0.372,0.628,Terrestrial,Terrestrial,Terrestrial
Elgaria kingii,0,0,0,0,0,0.379,0.621,Terrestrial,Terrestrial,Terrestrial
Elgaria multicarinata,0,0,0.427,0,0,0.321,0.252,Nocturnal,Nocturnal,Terrestrial
Elgaria panamintina,0,0,0.43,0,0,0.274,0.296,Nocturnal,Nocturnal,Terrestrial
Elgaria paucicarinata,0,0,0,0,0,0.335,0.665,Terrestrial,Terrestrial,Terrestrial
Emoia adspersa,0.002,0,0.01,0.842,0,0.145,0,Scansorial,Scansorial,Scansorial
Emoia atrocostata,0.957,0,0,0,0,0,0.043,Aquatic,Aquatic,Aquatic
Emoia baudini,0.001,0,0.004,0.944,0,0.052,0,Scansorial,Scansorial,Scansorial
Emoia caeruleocauda,0.001,0,0.003,0.953,0,0.043,0,Scansorial,Scansorial,Scansorial
Emoia callisticta,0,0,0,0,0,0.151,0.849,Terrestrial,Terrestrial,Terrestrial
Emoia concolor,0,0.869,0,0,0,0.131,0,Herbivorous,Herbivorous,Herbivorous
Emoia cyanogaster,0.002,0,0.012,0.822,0,0.164,0,Scansorial,Scansorial,Scansorial
Emoia cyanura,0.001,0,0.003,0.958,0,0.039,0,Scansorial,Scansorial,Scansorial
Emoia guttata,0,0,0,0,0,0.223,0.777,Terrestrial,Terrestrial,Terrestrial
Emoia impar,0,0,0,0,0,0.121,0.879,Terrestrial,Terrestrial,Terrestrial
Emoia isolata,0,0,0,0,0,0.171,0.829,Terrestrial,Terrestrial,Terrestrial
Emoia lawesi,0,0,0,0,0,0.323,0.677,Terrestrial,Terrestrial,Terrestrial
Emoia maculata,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Emoia mivarti,0,0,0,0,0,0.153,0.847,Terrestrial,Terrestrial,Terrestrial
Emoia nativitatis,0,0,0,0,0,0.24,0.76,Terrestrial,Terrestrial,Terrestrial
Emoia nigra,0.004,0,0.017,0.738,0,0.241,0,Scansorial,Scansorial,Scansorial
Emoia physicae,0,0,0,0,0,0.24,0.76,Terrestrial,Terrestrial,Terrestrial
Emoia rufilabialis,0.001,0,0.003,0.956,0,0.041,0,Scansorial,Scansorial,Scansorial
Emoia samoensis,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Emoia schmidti,0,0,0.002,0.967,0,0.03,0,Scansorial,Scansorial,Scansorial
Emoia sorex,0,0,0.001,0.988,0,0.011,0,Scansorial,Scansorial,Scansorial
Emoia taumakoensis,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Emoia trossula,0.003,0,0.014,0.792,0,0.192,0,Scansorial,Scansorial,Scansorial
Emoia tuitarere,0.002,0,0.01,0.842,0,0.145,0,Scansorial,Scansorial,Scansorial
Enyalioides altotambo,0.004,0,0.02,0.701,0,0.275,0,Scansorial,Scansorial,Scansorial
Enyalioides anisolepis,0.004,0,0.019,0.706,0,0.271,0,Scansorial,Scansorial,Scansorial
Enyalioides azulae,0,0,0,0,0,0.321,0.679,Terrestrial,Terrestrial,Terrestrial
Enyalioides cofanorum,0.004,0,0.021,0.681,0,0.294,0,Scansorial,Scansorial,Scansorial
Enyalioides heterolepis,0,0,0,0,0,0.42,0.58,Terrestrial,Terrestrial,Terrestrial
Enyalioides laticeps,0.005,0,0.023,0.644,0,0.328,0,Scansorial,Scansorial,Scansorial
Enyalioides palpebralis,0.004,0,0.018,0.727,0,0.251,0,Scansorial,Scansorial,Scansorial
Enyalioides rubrigularis,0,0,0,0,0,0.402,0.598,Terrestrial,Terrestrial,Terrestrial
Enyalioides sophiarothschildae,0.004,0,0.02,0.692,0,0.283,0,Scansorial,Scansorial,Scansorial
Enyalioides touzeti,0.004,0,0.02,0.69,0,0.285,0,Scansorial,Scansorial,Scansorial
Enyalius bibronii,0.003,0,0.016,0.757,0,0.224,0,Scansorial,Scansorial,Scansorial
Enyalius bilineatus,0.003,0,0.015,0.768,0,0.213,0,Scansorial,Scansorial,Scansorial
Enyalius brasiliensis,0,0,0.867,0,0,0.133,0,Nocturnal,Nocturnal,Scansorial
Enyalius catenatus,0.003,0,0.016,0.752,0,0.228,0,Scansorial,Scansorial,Scansorial
Enyalius iheringii,0.004,0,0.019,0.711,0,0.266,0,Scansorial,Scansorial,Scansorial
Enyalius leechii,0.004,0,0.017,0.736,0,0.243,0,Scansorial,Scansorial,Scansorial
Enyalius perditus,0,0.824,0,0,0,0.175,0,Herbivorous,Herbivorous,Herbivorous
Epibator nigrofasciolatum,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Eremias acutirostris,0,0,0,0,0,0.258,0.742,Terrestrial,Terrestrial,Terrestrial
Eremias argus,0.001,0,0.005,0.928,0,0.066,0,Scansorial,Scansorial,Scansorial
Eremias arguta,0,0,0,0,0,0.314,0.686,Terrestrial,Terrestrial,Terrestrial
Eremias brenchleyi,0.001,0,0.005,0.923,0,0.071,0,Scansorial,Scansorial,Scansorial
Eremias buechneri,0,0.956,0,0,0,0.044,0,Herbivorous,Herbivorous,Herbivorous
Eremias cholistanica,0,0,0,0,0,0.157,0.843,Terrestrial,Terrestrial,Terrestrial
Eremias fasciata,0,0,0,0,0,0.207,0.793,Terrestrial,Terrestrial,Terrestrial
Eremias grammica,0,0,0,0,0,0.314,0.686,Terrestrial,Terrestrial,Terrestrial
Eremias intermedia,0,0,0,0,0,0.221,0.779,Terrestrial,Terrestrial,Terrestrial
Eremias kopetdaghica,0,0,0,0,0,0.246,0.754,Terrestrial,Terrestrial,Terrestrial
Eremias lineolata,0,0,0,0,0,0.167,0.833,Terrestrial,Terrestrial,Terrestrial
Eremias multiocellata,0,0,0,0,0,0.252,0.748,Terrestrial,Terrestrial,Terrestrial
Eremias nigrocellata,0,0,0,0,0,0.267,0.733,Terrestrial,Terrestrial,Terrestrial
Eremias nikolskii,0,0,0,0,0,0.242,0.758,Terrestrial,Terrestrial,Terrestrial
Eremias persica,0,0,0,0,0,0.308,0.692,Terrestrial,Terrestrial,Terrestrial
Eremias pleskei,0,0.574,0,0,0,0.092,0.334,Herbivorous,Herbivorous,Herbivorous
Eremias przewalskii,0,0.537,0,0,0,0.222,0.241,Herbivorous,Herbivorous,Herbivorous
Eremias regeli,0,0,0,0,0,0.225,0.775,Terrestrial,Terrestrial,Terrestrial
Eremias scripta,0,0,0,0,0,0.211,0.789,Terrestrial,Terrestrial,Terrestrial
Eremias strauchi,0,0.907,0,0,0,0.093,0,Herbivorous,Herbivorous,Herbivorous
Eremias stummeri,0,0,0,0,0,0.215,0.785,Terrestrial,Terrestrial,Terrestrial
Eremias szczerbaki,0,0,0,0,0,0.209,0.791,Terrestrial,Terrestrial,Terrestrial
Eremias velox,0,0,0,0,0,0.298,0.702,Terrestrial,Terrestrial,Terrestrial
Eremias vermiculata,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Eremiascincus douglasi,0,0,0.44,0,0,0.121,0.439,Nocturnal,Nocturnal,Terrestrial
Eremiascincus fasciolatus,0,0,0,0,0.825,0.175,0,Fossorial,Fossorial,Fossorial
Eremiascincus intermedius,0,0,0,0,0.893,0.107,0,Fossorial,Fossorial,Fossorial
Eremiascincus isolepis,0,0,0.441,0,0,0.097,0.461,Terrestrial,Nocturnal,Terrestrial
Eremiascincus musivus,0,0,0.445,0,0,0.032,0.522,Terrestrial,Nocturnal,Terrestrial
Eremiascincus pallidus,0,0,0,0,0.92,0.08,0,Fossorial,Fossorial,Fossorial
Eremiascincus phantasmus,0,0,0,0,0.883,0.117,0,Fossorial,Fossorial,Fossorial
Eremiascincus richardsonii,0,0,0,0,0.819,0.181,0,Fossorial,Fossorial,Fossorial
Eublepharis angramainyu,0,0,0.427,0,0,0.319,0.254,Nocturnal,Nocturnal,Terrestrial
Eublepharis fuscus,0,0,0.42,0,0,0.429,0.151,Large,Nocturnal,Large
Eublepharis hardwickii,0,0,0.434,0,0,0.203,0.362,Nocturnal,Nocturnal,Terrestrial
Eublepharis macularius,0,0,0.427,0,0,0.319,0.254,Nocturnal,Nocturnal,Terrestrial
Eublepharis satpuraensis,0,0,0.873,0,0,0.127,0,Nocturnal,Nocturnal,Scansorial
Eublepharis turcmenicus,0,0,0.43,0,0,0.27,0.3,Nocturnal,Nocturnal,Terrestrial
Eugongylus albofasciolatus,0,0.41,0.175,0,0,0.395,0.02,Herbivorous,Herbivorous,Herbivorous
Eugongylus rufescens,0,0,0.427,0,0,0.321,0.252,Nocturnal,Nocturnal,Terrestrial
Eulamprus heatwolei,0.957,0,0,0,0,0,0.043,Aquatic,Aquatic,Aquatic
Eulamprus kosciuskoi,0.941,0,0,0,0,0,0.059,Aquatic,Aquatic,Aquatic
Eulamprus leuraensis,0.941,0,0,0,0,0,0.059,Aquatic,Aquatic,Aquatic
Eulamprus quoyii,0.888,0.112,0,0,0,0,0,Aquatic,Aquatic,Aquatic
Eulamprus tympanum,0.003,0,0.012,0.819,0,0.166,0,Scansorial,Scansorial,Scansorial
Euleptes europaea,0,0,0.814,0,0.036,0,0.15,Nocturnal,Nocturnal,Scansorial
Eumeces algeriensis,0,0,0,0,0,0.509,0.491,Large,Terrestrial,Large
Eumeces blythianus,0,0,0,0,0.791,0.209,0,Fossorial,Fossorial,Fossorial
Eumeces cholistanensis,0,0,0,0,0,0.316,0.684,Terrestrial,Terrestrial,Terrestrial
Eumeces indothalensis,0,0,0,0.07,0.868,0.062,0,Fossorial,Fossorial,Fossorial
Eumeces schneideri,0,0.485,0,0,0,0.402,0.113,Herbivorous,Herbivorous,Herbivorous
Eumecia anchietae,0,0,0,0,0,0.42,0.58,Terrestrial,Terrestrial,Terrestrial
Eurolophosaurus divaricatus,0,0.529,0,0,0,0.249,0.222,Herbivorous,Herbivorous,Herbivorous
Eurolophosaurus nanuzae,0.001,0,0.007,0.898,0,0.094,0,Scansorial,Scansorial,Scansorial
Eurydactylodes vieillardi,0,0,0.001,0.979,0,0.02,0,Scansorial,Scansorial,Scansorial
Eurylepis taeniolata,0,0,0,0,0.696,0.304,0,Fossorial,Fossorial,Fossorial
Euspondylus acutirostris,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Euspondylus monsfumus,0,0,0,0.938,0.003,0,0.058,Scansorial,Scansorial,Scansorial
Euspondylus paxcorpus,0,0,0.001,0.983,0,0.015,0,Scansorial,Scansorial,Scansorial
Eutropis andamanensis,0,0,0,0,0,0.383,0.617,Terrestrial,Terrestrial,Terrestrial
Eutropis beddomei,0,0,0,0,0,0.171,0.829,Terrestrial,Terrestrial,Terrestrial
Eutropis carinata,0,0,0,0,0,0.435,0.565,Terrestrial,Terrestrial,Terrestrial
Eutropis dissimilis,0,0,0.438,0,0,0.154,0.408,Nocturnal,Nocturnal,Terrestrial
Eutropis gansi,0,0,0,0,0,0.182,0.818,Terrestrial,Terrestrial,Terrestrial
Eutropis indeprensa,0,0,0,0,0,0.2,0.8,Terrestrial,Terrestrial,Terrestrial
Eutropis innotata,0,0,0,0.091,0.869,0.04,0,Fossorial,Fossorial,Fossorial
Eutropis longicaudata,0.004,0,0.019,0.711,0,0.266,0,Scansorial,Scansorial,Scansorial
Eutropis macularia,0,0,0.441,0,0,0.105,0.454,Terrestrial,Nocturnal,Terrestrial
Eutropis multicarinata,0,0,0,0,0,0.3,0.7,Terrestrial,Terrestrial,Terrestrial
Eutropis multifasciata,0,0,0,0,0,0.399,0.601,Terrestrial,Terrestrial,Terrestrial
Eutropis nagarjunensis,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Eutropis quadricarinata,0,0,0,0.956,0.002,0,0.041,Scansorial,Scansorial,Scansorial
Eutropis rudis,0,0,0,0,0,0.358,0.642,Terrestrial,Terrestrial,Terrestrial
Eutropis rugifera,0.001,0,0.004,0.944,0,0.052,0,Scansorial,Scansorial,Scansorial
Eutropis tammanna,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Eutropis trivittata,0,0,0,0,0,0.358,0.642,Terrestrial,Terrestrial,Terrestrial
Eutropis tytleri,0,0,0,0,0,0.501,0.499,Large,Terrestrial,Large
Feylinia boulengeri,0,0,0.033,0,0.967,0,0,Fossorial,Fossorial,Fossorial
Feylinia currori,0,0,0,0,0.771,0.229,0,Fossorial,Fossorial,Fossorial
Fojia bumui,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Furcifer labordi,0.004,0,0.019,0.708,0,0.268,0,Scansorial,Scansorial,Scansorial
Furcifer lateralis,0,0.77,0,0,0,0.23,0,Herbivorous,Herbivorous,Herbivorous
Furcifer minor,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Furcifer oustaleti,0,0.59,0,0,0,0.41,0,Herbivorous,Herbivorous,Herbivorous
Furcifer pardalis,0,0.633,0,0,0,0.367,0,Herbivorous,Herbivorous,Herbivorous
